1H16_A/PFL1,1R9E_A/PFL2_DhaB_BssA,1HK8_A/RNR_III,1L1L_A/RNR_II_MONOMER,4R1R_A/RNR_1,1XJE_A/RNR_II_Dimer,2HA9_A/RNR_PFL_like_DUF711,20808264/RNR_III,38199336/RNR_III,29897259/RNR_III,46578715/RNR_III,34395948/RNR_III,16799382/RNR_III,17549184/RNR_III,50843575/RNR_III,15597116/RNR_III,42526839/RNR_III,34103723/RNR_III,45047350/RNR_III,31745026/RNR_III,18309899/RNR_III,23466296/RNR_III,19703656/RNR_III,18311489/RNR_III,15679535/RNR_III,25028919/RNR_III,19913820/RNR_III,19887396/RNR_III,14589982/RNR_III,41615134/RNR_III,26553948/RNR_III,32034522/RNR_III,56459299/RNR_III,15643151/RNR_III,122202257/RNR_II_MONOMER,46445745/RNR_II_MONOMER,182676582/RNR_II_MONOMER,66801255/RNR_II_MONOMER,22298870/RNR_II_MONOMER,2F3O_A/PFL2_DhaB_BssA,28379125/PFL2_DhaB_BssA,418519/PFL2_DhaB_BssA,3024375/PFL2_DhaB_BssA,22536514/PFL2_DhaB_BssA,28203085/PFL2_DhaB_BssA,23954275/PFL2_DhaB_BssA,28211126/PFL2_DhaB_BssA,26250357/PFL2_DhaB_BssA,57158548/PFL2_DhaB_BssA,51244468/PFL2_DhaB_BssA,39984089/PFL2_DhaB_BssA,46580677/PFL2_DhaB_BssA,28300939/PFL2_DhaB_BssA,50877916/PFL2_DhaB_BssA,56476471/PFL2_DhaB_BssA,51850061/PFL2_DhaB_BssA,2500058/PFL1,3122593/PFL1,4218500/PFL1,6580769/PFL1,22298533/PFL1,28379671/PFL1,29350146/PFL1,29376172/PFL1,23465524/PFL1,16801097/PFL1,47525779/PFL1,19713713/PFL1,1PEQ_A/RNR_1,4R1R_C/RNR_1,2WGH_A/RNR_1,1ZYZ_A/RNR_1,417657/RNR_1,1350599/RNR_1,1350600/RNR_1,1710384/RNR_1,1710391/RNR_1,3914639/RNR_1,3914655/RNR_1,3914656/RNR_1,6093975/RNR_1,6225952/RNR_1,7388069/RNR_1,10957414/RNR_1,12644286/RNR_1,13882932/RNR_1,15290502/RNR_1,15604373/RNR_1,15674554/RNR_1,15677158/RNR_1,15791174/RNR_1,18266787/RNR_1,18311343/RNR_1,19074701/RNR_1,19703450/RNR_1,21223594/RNR_1,21910585/RNR_1,23100544/RNR_1,28198392/RNR_1,28493650/RNR_1,29654844/RNR_1,30019504/RNR_1,30316299/RNR_1,30793895/RNR_1,33236863/RNR_1,33598410/RNR_1,39938540/RNR_1,46100377/RNR_1,46255233/RNR_1,46446982/RNR_1,49256098/RNR_1,51891460/RNR_1,52000447/RNR_1,53728875/RNR_1,56707667/RNR_1,57014144/RNR_1,66810005/RNR_1,71895081/RNR_1,72163400/RNR_1,2648891/RNR_II_Dimer,57234895/RNR_II_Dimer,16082440/RNR_II_Dimer,51893898/RNR_II_Dimer,2621734/RNR_II_Dimer,15897814/RNR_II_Dimer,20090518/RNR_II_Dimer,42557734/RNR_II_Dimer,51246679/RNR_II_Dimer,15839968/RNR_II_Dimer,34102757/RNR_II_Dimer,20808702/RNR_II_Dimer,14590272/RNR_II_Dimer,42522732/RNR_II_Dimer,74055571/RNR_II_Dimer,81568276/RNR_II_Dimer,53803344/RNR_II_Dimer,15790595/RNR_II_Dimer,18313863/RNR_II_Dimer,21673413/RNR_II_Dimer,81737311/RNR_II_Dimer,21224150/RNR_II_Dimer,10175431/RNR_II_Dimer,32477697/RNR_II_Dimer,73748165/RNR_II_Dimer,47458851/RNR_II_Dimer,28210310/RNR_II_Dimer,17544914/RNR_II_Dimer,34397173/RNR_II_Dimer,53723300/RNR_II_Dimer,157165627/RNR_PFL_like_DUF712,18310479/RNR_PFL_like_DUF713,253581564/RNR_PFL_like_DUF714,150385022/RNR_PFL_like_DUF715,53728820/RNR_PFL_like_DUF716,254669585/RNR_PFL_like_DUF717,20090543/RNR_PFL_like_DUF718,23396954/RNR_PFL_like_DUF719,20094650/RNR_PFL_like_DUF720,154501151/RNR_PFL_like_DUF721,237732939/RNR_PFL_like_DUF722,15669861/RNR_PFL_like_DUF723,170290665/RNR_PFL_like_DUF724,18314171/RNR_PFL_like_DUF725,146303128/RNR_PFL_like_DUF726,15920428/RNR_PFL_like_DUF727,229536413/RNR_PFL_like_DUF728
1240,1230,1260,1180,1170,1220,350,1230,1220,1240,1230,1250,1270,1210,1230,1230,1240,1250,1250,1250,1190,1250,1250,1260,1250,1230,1240,1230,1240,1240,1240,1220,1210,1250,1210,1250,1210,1230,1200,1160,1260,1250,1230,1240,1240,1250,1230,1230,1240,1240,1240,1280,1250,1270,1280,1300,1230,1230,1200,1230,1230,1240,1230,1210,1250,1230,1220,1240,1170,1170,1200,1210,1200,1170,1210,1170,1210,1200,1180,1210,1160,1170,1170,1160,1190,1190,1170,1200,1170,1180,1200,1200,1180,1200,1190,1170,1190,1150,1170,1170,1220,1200,1210,1220,1200,1210,1130,1200,1170,1200,1210,1190,1200,1200,1200,1180,1200,1210,1210,1190,1210,1190,1170,1160,1220,1190,1170,1210,1160,1140,1150,1220,1150,1180,1180,1160,1160,1200,1170,1170,1180,1170,1210,1180,1160,1180,1150,1180,1220,284,306,303,0,340,336,284,304,421,281,303,325,500,570,593,600,708
1230,1230,1240,1200,1180,1210,339,1210,1220,1250,1230,1220,1220,1210,1240,1230,1230,1220,1230,1260,1180,1240,1230,1250,1250,1230,1220,1240,1240,1240,1240,1210,1200,1250,1200,1270,1190,1220,1220,1180,1250,1240,1260,1240,1220,1250,1250,1240,1230,1280,1250,1290,1250,1290,1310,1310,1230,1250,1200,1220,1230,1240,1220,1210,1230,1230,1220,1220,1190,1180,1200,1210,1200,1190,1220,1180,1220,1200,1200,1220,1190,1180,1190,1180,1190,1200,1190,1200,1200,1180,1210,1210,1190,1190,1190,1180,1200,1180,1190,1180,1230,1220,1210,1220,1220,1220,1170,1220,1170,1210,1220,1180,1200,1190,1210,1230,1210,1210,1240,1200,1200,1190,1170,1170,1200,1180,1160,1210,1170,1170,1150,1200,1150,1200,1170,1170,1180,1170,1160,1170,1170,1200,1200,1200,1190,1160,1180,1190,1220,299,279,278,340,0,95.5,299,348,433,311,296,343,544,592,610,626,698
1230,1230,1240,1200,1170,1210,344,1200,1210,1250,1220,1230,1230,1210,1240,1230,1220,1230,1220,1260,1170,1250,1240,1240,1250,1230,1210,1230,1240,1240,1240,1200,1180,1250,1210,1270,1190,1220,1220,1180,1250,1240,1260,1240,1220,1240,1240,1230,1230,1270,1260,1290,1250,1270,1310,1320,1230,1240,1200,1220,1230,1240,1220,1210,1240,1230,1220,1230,1190,1170,1200,1210,1210,1200,1220,1180,1220,1200,1200,1220,1180,1180,1180,1180,1200,1200,1190,1210,1200,1180,1210,1200,1190,1190,1200,1170,1190,1180,1180,1180,1240,1210,1210,1220,1210,1220,1170,1210,1180,1210,1210,1170,1200,1190,1210,1220,1200,1210,1250,1200,1200,1190,1170,1170,1200,1180,1170,1210,1170,1180,1150,1200,1150,1200,1180,1180,1180,1180,1160,1190,1180,1210,1210,1200,1200,1180,1180,1190,1230,300,269,272,336,95.5,0,296,341,423,308,299,323,536,588,604,631,691
1240,1230,1260,1190,1180,1200,341,1230,1230,1230,1220,1250,1260,1220,1240,1240,1240,1260,1240,1270,1200,1260,1250,1260,1270,1240,1250,1240,1250,1230,1250,1210,1200,1260,1200,1250,1190,1200,1220,1170,1250,1250,1250,1220,1250,1230,1220,1250,1230,1240,1250,1270,1250,1270,1300,1310,1220,1240,1210,1230,1230,1240,1220,1210,1240,1220,1210,1240,1190,1180,1180,1200,1200,1180,1200,1170,1200,1190,1200,1200,1170,1170,1170,1160,1180,1200,1190,1190,1190,1180,1200,1200,1200,1190,1200,1170,1190,1160,1180,1180,1200,1210,1210,1210,1200,1190,1140,1200,1170,1190,1190,1190,1180,1190,1210,1200,1200,1190,1220,1180,1190,1180,1160,1160,1200,1170,1170,1190,1150,1140,1130,1210,1140,1180,1170,1150,1160,1210,1160,1160,1160,1190,1200,1180,1180,1160,1170,1180,1220,287,290,286,284,299,296,0,327,402,282,314,274,470,542,586,602,668
1250,1230,1230,1160,1190,1220,347,1230,1240,1230,1250,1230,1260,1240,1240,1250,1250,1250,1260,1250,1210,1250,1240,1260,1260,1230,1230,1250,1230,1240,1250,1210,1200,1250,1210,1260,1190,1220,1210,1180,1250,1240,1240,1230,1240,1250,1240,1230,1240,1260,1260,1280,1260,1280,1300,1310,1250,1250,1220,1240,1240,1240,1230,1230,1260,1240,1230,1250,1190,1190,1190,1200,1190,1180,1210,1180,1200,1190,1220,1200,1170,1200,1190,1170,1180,1200,1180,1190,1200,1200,1220,1200,1190,1200,1190,1200,1210,1180,1190,1190,1230,1210,1210,1210,1220,1220,1170,1200,1170,1180,1200,1200,1190,1180,1220,1220,1200,1190,1240,1180,1200,1190,1170,1170,1220,1200,1160,1200,1150,1160,1140,1210,1160,1180,1170,1170,1180,1190,1160,1190,1180,1200,1210,1190,1180,1180,1150,1200,1210,316,321,356,304,348,341,327,0,439,313,358,349,529,579,610,623,706
1260,1240,1220,1200,1180,1240,458,1230,1240,1230,1240,1220,1250,1220,1220,1250,1240,1230,1250,1240,1220,1250,1210,1260,1250,1200,1250,1230,1220,1230,1230,1210,1210,1250,1210,1260,1210,1240,1210,1200,1250,1270,1260,1230,1270,1270,1260,1260,1220,1240,1260,1250,1250,1290,1320,1320,1260,1240,1250,1260,1260,1240,1260,1230,1270,1250,1260,1260,1180,1180,1200,1200,1200,1180,1200,1190,1210,1200,1200,1210,1180,1190,1170,1150,1190,1200,1210,1200,1200,1180,1210,1200,1200,1210,1210,1170,1200,1190,1200,1190,1240,1200,1200,1210,1220,1210,1170,1210,1200,1200,1200,1190,1180,1200,1230,1200,1200,1200,1240,1180,1190,1180,1160,1160,1210,1170,1190,1200,1150,1160,1110,1220,1160,1180,1200,1180,1150,1200,1180,1200,1200,1190,1220,1170,1190,1180,1180,1210,1200,439,420,432,421,433,423,402,439,0,453,431,377,520,563,606,595,727
1280,1250,1240,1190,1170,1210,318,1230,1220,1230,1230,1240,1250,1220,1240,1240,1240,1230,1270,1260,1190,1260,1260,1270,1270,1240,1250,1250,1240,1230,1230,1220,1210,1260,1230,1280,1210,1220,1220,1190,1280,1270,1270,1250,1260,1260,1250,1260,1270,1270,1260,1300,1270,1280,1320,1320,1260,1250,1250,1270,1270,1270,1260,1250,1280,1250,1240,1270,1170,1170,1200,1220,1210,1180,1220,1170,1210,1200,1170,1220,1160,1170,1160,1180,1180,1200,1170,1190,1190,1180,1170,1200,1160,1200,1180,1170,1180,1150,1150,1180,1210,1190,1220,1210,1180,1190,1150,1220,1160,1190,1220,1170,1190,1190,1190,1190,1200,1210,1200,1190,1210,1180,1170,1170,1200,1190,1150,1200,1160,1140,1150,1200,1160,1150,1190,1160,1170,1200,1160,1180,1180,1170,1210,1190,1160,1170,1160,1170,1210,283,236,289,281,311,308,282,313,453,0,313,339,533,591,620,639,735
1240,1250,1250,1190,1220,1220,341,1240,1230,1240,1240,1230,1230,1220,1260,1240,1250,1250,1250,1260,1190,1240,1250,1250,1260,1250,1250,1240,1240,1230,1250,1240,1230,1270,1200,1280,1190,1210,1230,1180,1260,1250,1250,1240,1250,1250,1240,1240,1260,1270,1270,1280,1270,1300,1300,1310,1240,1240,1210,1240,1250,1230,1240,1230,1250,1240,1250,1250,1190,1220,1180,1200,1180,1190,1200,1170,1200,1180,1180,1200,1180,1170,1160,1160,1180,1200,1180,1190,1210,1220,1190,1190,1190,1200,1200,1170,1190,1170,1180,1170,1200,1200,1210,1190,1210,1200,1150,1190,1190,1190,1200,1190,1180,1210,1210,1200,1180,1190,1220,1190,1190,1170,1160,1160,1200,1160,1160,1190,1180,1140,1140,1200,1150,1170,1180,1150,1160,1170,1170,1180,1170,1170,1220,1200,1180,1180,1170,1170,1210,309,276,220,303,296,299,314,358,431,313,0,297,530,609,614,608,718
1250,1250,1260,1180,1180,1230,359,1210,1210,1250,1220,1250,1260,1200,1230,1220,1230,1250,1240,1250,1180,1270,1230,1270,1240,1250,1230,1230,1210,1220,1230,1220,1210,1250,1220,1260,1200,1230,1220,1180,1250,1240,1240,1230,1240,1240,1230,1250,1230,1240,1240,1290,1260,1290,1300,1310,1230,1250,1220,1250,1250,1240,1250,1220,1250,1230,1240,1250,1190,1180,1190,1200,1200,1190,1200,1190,1210,1200,1200,1200,1170,1170,1170,1160,1190,1210,1190,1200,1200,1180,1220,1210,1190,1200,1200,1180,1200,1180,1200,1190,1240,1200,1210,1210,1220,1230,1170,1210,1190,1200,1200,1200,1180,1220,1220,1210,1200,1200,1260,1200,1210,1200,1180,1170,1210,1190,1180,1210,1150,1140,1150,1210,1120,1190,1180,1160,1190,1210,1170,1180,1170,1180,1210,1190,1180,1160,1170,1200,1220,326,288,325,325,343,323,274,349,377,339,297,0,450,548,568,605,689
1240,1250,1250,1190,1180,1220,555,1250,1250,1240,1260,1230,1250,1250,1230,1270,1250,1230,1250,1240,1230,1250,1220,1250,1240,1230,1250,1220,1250,1240,1260,1240,1230,1250,1200,1250,1210,1220,1220,1160,1220,1240,1230,1210,1260,1220,1210,1250,1230,1230,1250,1260,1260,1290,1290,1300,1230,1250,1210,1250,1240,1250,1220,1210,1260,1250,1240,1250,1190,1180,1210,1220,1230,1190,1220,1210,1240,1220,1220,1230,1190,1200,1200,1150,1200,1210,1210,1220,1190,1190,1210,1210,1210,1220,1210,1190,1200,1200,1220,1210,1220,1200,1220,1220,1230,1220,1170,1210,1200,1200,1230,1210,1210,1220,1220,1210,1210,1220,1230,1170,1200,1190,1190,1170,1200,1170,1180,1190,1140,1150,1140,1200,1170,1180,1200,1150,1170,1200,1180,1190,1190,1190,1210,1190,1180,1180,1160,1200,1210,509,536,541,500,544,536,470,529,520,533,530,450,0,487,503,547,748
1280,1290,1280,1190,1200,1230,633,1280,1280,1270,1300,1280,1300,1280,1260,1300,1310,1270,1280,1270,1260,1270,1270,1290,1270,1260,1290,1270,1260,1260,1270,1270,1260,1280,1180,1240,1200,1210,1220,1200,1270,1290,1270,1250,1270,1260,1220,1280,1250,1270,1270,1270,1250,1320,1280,1290,1270,1290,1260,1280,1270,1280,1270,1270,1300,1290,1280,1290,1220,1200,1220,1240,1230,1200,1220,1220,1250,1240,1240,1240,1210,1220,1180,1160,1210,1230,1220,1210,1210,1200,1220,1240,1240,1230,1240,1210,1230,1230,1240,1190,1230,1220,1230,1220,1250,1210,1180,1230,1200,1230,1240,1210,1220,1230,1210,1240,1220,1230,1240,1200,1220,1210,1200,1190,1220,1200,1180,1220,1160,1180,1170,1220,1190,1180,1200,1190,1190,1210,1180,1210,1210,1200,1230,1210,1200,1180,1170,1220,1210,591,605,599,570,592,588,542,579,563,591,609,548,487,0,511,510,768
1240,1260,1240,1180,1160,1160,636,1250,1240,1230,1260,1230,1250,1240,1210,1250,1270,1240,1230,1240,1260,1230,1230,1240,1230,1230,1210,1190,1250,1220,1250,1240,1240,1250,1170,1200,1190,1190,1220,1160,1260,1260,1220,1230,1260,1260,1230,1260,1250,1240,1250,1270,1240,1280,1270,1290,1250,1230,1240,1240,1230,1230,1230,1210,1260,1220,1230,1250,1190,1160,1180,1190,1180,1180,1190,1200,1190,1180,1190,1200,1200,1200,1160,1140,1170,1200,1200,1200,1190,1170,1190,1190,1220,1170,1200,1180,1210,1200,1210,1170,1210,1210,1180,1160,1210,1210,1170,1190,1190,1170,1200,1200,1160,1200,1190,1210,1180,1190,1220,1150,1190,1150,1170,1160,1200,1180,1120,1180,1130,1140,1130,1170,1180,1140,1200,1150,1150,1180,1170,1210,1190,1150,1200,1160,1140,1160,1160,1200,1190,597,607,634,593,610,604,586,610,606,620,614,568,503,511,0,392,765
1240,1270,1270,1180,1170,1190,653,1240,1240,1250,1250,1250,1260,1230,1240,1250,1250,1260,1220,1260,1260,1270,1250,1260,1220,1250,1220,1200,1250,1250,1260,1260,1250,1240,1180,1200,1180,1200,1200,1190,1240,1260,1240,1220,1270,1250,1230,1260,1220,1250,1250,1280,1230,1270,1300,1310,1250,1240,1240,1240,1230,1240,1240,1210,1250,1220,1240,1230,1210,1170,1200,1200,1210,1190,1210,1220,1220,1210,1190,1210,1190,1190,1160,1160,1180,1210,1200,1190,1210,1180,1210,1200,1220,1200,1200,1190,1210,1200,1200,1150,1210,1220,1210,1190,1220,1190,1170,1210,1170,1200,1210,1200,1200,1210,1210,1220,1190,1200,1200,1180,1180,1170,1180,1160,1200,1160,1150,1200,1170,1170,1160,1180,1210,1150,1180,1170,1170,1170,1160,1190,1200,1170,1210,1160,1170,1190,1170,1190,1210,616,610,621,600,626,631,602,623,595,639,608,605,547,510,392,0,810
1270,1300,1230,1240,1180,1220,729,1300,1300,1240,1300,1220,1240,1280,1260,1290,1290,1230,1280,1280,1260,1240,1230,1260,1290,1220,1270,1240,1240,1240,1220,1270,1290,1290,1200,1260,1200,1230,1240,1210,1260,1260,1250,1260,1290,1250,1240,1300,1250,1260,1260,1270,1270,1290,1290,1300,1260,1240,1250,1270,1270,1250,1260,1270,1270,1250,1250,1270,1240,1180,1180,1190,1190,1200,1200,1230,1210,1210,1210,1200,1200,1210,1210,1180,1180,1240,1200,1220,1220,1190,1200,1200,1240,1210,1220,1190,1260,1230,1240,1170,1220,1230,1200,1200,1230,1200,1220,1190,1200,1200,1200,1200,1180,1210,1200,1250,1200,1190,1230,1180,1220,1210,1200,1190,1230,1190,1190,1210,1170,1190,1160,1220,1230,1190,1210,1170,1200,1200,1190,1220,1200,1220,1240,1220,1220,1200,1180,1220,1210,699,712,698,708,698,691,668,706,727,735,718,689,748,768,765,810,0
